2019-11-04,118.400002,119.110001,117.169998,117.570000,115.544022,4646000
2019-11-05,117.680000,119.139999,117.080002,118.860001,116.811806,4217100
2019-11-06,118.830002,119.620003,118.709999,119.500000,117.440765,3614400
2019-11-07,120.000000,120.919998,119.540001,120.230003,118.158188,4441400
2019-11-08,120.309998,120.879997,118.940002,119.440002,117.381805,3832700
2019-11-11,118.699997,119.629997,118.279999,119.040001,116.988693,4439000
2019-11-12,119.599998,120.000000,118.809998,119.120003,117.067314,5063100
2019-11-13,119.160004,121.360001,118.660004,120.980003,118.895264,7711800
2019-11-14,124.599998,125.379997,119.510002,120.650002,118.570946,22504200
2019-11-15,120.680000,121.000000,118.379997,118.870003,116.821625,10137700
2019-11-18,118.449997,120.870003,118.239998,120.250000,118.177841,6548000
2019-11-19,120.110001,120.360001,119.709999,119.889999,117.824051,3715400
2019-11-20,120.209999,120.480003,118.400002,119.129997,117.077148,5075900
2019-11-21,118.830002,120.000000,118.669998,119.860001,117.794563,4302400
2019-11-22,120.150002,120.300003,119.269997,119.360001,117.303185,3843100
2019-11-25,120.000000,120.019997,117.900002,118.919998,116.870758,5881500
2019-11-26,118.959999,119.300003,118.449997,119.190002,117.136108,6292500
2019-11-27,119.389999,119.800003,118.730003,118.760002,116.713516,3434100
2019-11-29,119.139999,119.970001,119.000000,119.089996,117.037827,3157300
2019-12-02,119.150002,119.379997,117.839996,119.279999,117.224564,5670900
2019-12-03,118.400002,118.959999,117.769997,118.669998,116.625069,6594800
2019-12-04,119.120003,119.199997,118.300003,118.690002,116.644730,5556600
2019-12-05,118.360001,118.779999,117.419998,118.660004,117.138313,4352800
2019-12-06,119.080002,119.800003,118.919998,119.779999,118.243942,4340800
2019-12-09,119.570000,119.860001,119.180000,119.360001,117.829338,4816000
2019-12-10,119.349998,119.559998,119.019997,119.139999,117.612152,4282300
2019-12-11,119.400002,119.650002,118.529999,119.000000,117.473953,3506400
2019-12-12,119.000000,120.110001,118.680000,119.760002,118.224205,4149000
2019-12-13,119.160004,120.650002,119.019997,120.290001,118.747406,5366300
2019-12-16,120.419998,121.349998,120.419998,120.540001,118.994194,5350700
2019-12-17,120.949997,121.699997,120.699997,121.279999,119.724709,4575800
2019-12-18,121.510002,121.680000,119.839996,119.860001,118.322922,5103000
2019-12-19,119.940002,120.510002,119.779999,120.080002,118.540100,4464100
2019-12-20,121.480003,122.120003,120.019997,120.290001,118.747406,7954400
2019-12-23,120.199997,120.690002,119.010002,119.029999,117.503563,4485800
2019-12-24,119.129997,119.599998,119.010002,119.510002,117.977409,2227400
2019-12-26,119.610001,119.849998,118.949997,119.519997,117.987274,4223800
2019-12-27,119.940002,119.940002,119.250000,119.589996,118.056381,3544000
2019-12-30,119.800003,119.809998,119.129997,119.400002,117.868820,2945800
2019-12-31,119.500000,119.800003,118.190002,118.839996,117.316002,4912000
2020-01-02,118.860001,119.889999,118.699997,118.940002,117.414719,6764900
2020-01-03,118.269997,118.790001,117.589996,117.889999,116.378189,5399200
2020-01-06,117.400002,118.089996,116.769997,117.650002,116.141258,6445500
2020-01-07,117.260002,117.519997,116.199997,116.559998,115.065247,6846900
2020-01-08,116.300003,116.730003,115.680000,116.160004,114.670372,5875800
2020-01-09,116.150002,117.370003,116.080002,117.360001,115.854980,5563700
2020-01-10,117.239998,117.339996,115.980003,116.379997,114.887543,6054800
2020-01-13,116.379997,116.550003,115.370003,115.879997,114.393959,6112600
2020-01-14,115.470001,116.209999,115.129997,116.180000,114.690117,6585800
2020-01-15,114.629997,115.870003,114.519997,115.279999,113.801659,7454200
2020-01-16,115.500000,115.930000,115.279999,115.900002,114.413704,5369400
2020-01-17,116.050003,116.300003,114.639999,114.959999,113.485756,10045000
2020-01-21,114.589996,115.690002,114.519997,115.589996,114.107681,7353700
2020-01-22,115.220001,116.529999,115.180000,116.099998,114.611137,4926100
2020-01-23,116.209999,116.309998,115.040001,115.809998,114.324860,4305100
2020-01-24,116.000000,116.029999,114.150002,114.370003,112.903328,4383400
2020-01-27,113.190002,116.230003,112.680000,115.860001,114.374222,7018400
2020-01-28,115.980003,116.900002,115.949997,116.599998,115.104721,5270200
2020-01-29,116.559998,117.120003,115.889999,115.889999,114.403831,3775500
2020-01-30,115.610001,116.720001,115.330002,116.580002,115.084984,4581500
2020-01-31,115.800003,116.260002,113.900002,114.489998,113.021790,7775800
2020-02-03,114.900002,115.389999,114.099998,114.269997,112.804604,4351900
2020-02-04,115.239998,116.239998,114.889999,115.269997,113.791779,5232200
2020-02-05,115.599998,116.949997,114.849998,116.809998,115.312027,5682900
2020-02-06,116.830002,117.230003,116.059998,116.309998,114.818443,5352900
2020-02-07,116.110001,116.760002,115.760002,116.449997,114.956650,3689600
2020-02-10,115.750000,116.980003,115.050003,115.250000,113.772041,6144900
2020-02-11,115.430000,115.500000,114.440002,115.400002,113.920120,5796800
2020-02-12,115.500000,116.419998,115.410004,115.849998,114.364342,4735600
2020-02-13,115.849998,117.540001,115.580002,117.440002,115.933960,5333200
2020-02-14,117.669998,118.570000,117.160004,117.889999,116.378189,8130600
2020-02-18,118.470001,119.949997,117.360001,119.629997,118.095871,11513200
2020-02-19,119.500000,119.940002,117.680000,117.680000,116.170876,7187800
2020-02-20,117.209999,118.110001,116.860001,117.690002,116.180748,5022900
2020-02-21,117.440002,118.750000,117.309998,118.580002,117.059341,6242100
2020-02-24,117.459999,118.459999,115.949997,116.320000,114.828316,6616000
2020-02-25,116.349998,117.070000,114.050003,114.389999,112.923065,7764300
2020-02-26,114.699997,115.169998,113.650002,113.779999,112.320892,6673300
2020-02-27,112.559998,114.070000,110.349998,110.400002,108.984238,9492300
2020-02-28,107.690002,108.519997,104.370003,107.680000,106.299118,17504100
2020-03-02,107.599998,116.400002,107.290001,115.879997,114.393959,17074200
2020-03-03,116.080002,117.529999,112.339996,112.910004,111.462051,11113600
2020-03-04,114.239998,116.839996,113.470001,116.769997,115.272545,8208400
2020-03-05,114.400002,117.250000,113.910004,115.919998,114.433449,8546100
2020-03-06,113.870003,117.910004,113.010002,117.230003,115.726654,9803700
2020-03-09,113.820000,120.629997,112.730003,117.160004,115.657547,19747800
2020-03-10,118.099998,120.680000,114.919998,119.790001,118.253822,12599100
2020-03-11,117.510002,119.029999,112.800003,114.430000,112.962555,10540000
2020-03-12,106.019997,111.489998,102.980003,104.050003,102.715675,18774400
2020-03-13,108.239998,114.589996,103.879997,114.099998,112.636787,14320700
2020-03-16,105.199997,111.330002,102.000000,106.760002,105.390915,12251300
