2019-11-04,118.400002,119.110001,117.169998,117.57,4646000,1.64,-0.7
2019-11-05,117.68,119.139999,117.080002,118.860001,4217100,1.75,1
2019-11-06,118.830002,119.620003,118.709999,119.5,3614400,0.77,0.56
2019-11-07,120,120.919998,119.540001,120.230003,4441400,1.15,0.19
2019-11-08,120.309998,120.879997,118.940002,119.440002,3832700,1.61,-0.72
2019-11-11,118.699997,119.629997,118.279999,119.040001,4439000,1.14,0.29
2019-11-12,119.599998,120,118.809998,119.120003,5063100,0.99,-0.4
2019-11-13,119.160004,121.360001,118.660004,120.980003,7711800,2.27,1.53
2019-11-14,124.599998,125.379997,119.510002,120.650002,22504200,4.71,-3.17
2019-11-15,120.68,121,118.379997,118.870003,10137700,2.17,-1.5
2019-11-18,118.449997,120.870003,118.239998,120.25,6548000,2.22,1.52
2019-11-19,120.110001,120.360001,119.709999,119.889999,3715400,0.54,-0.18
2019-11-20,120.209999,120.480003,118.400002,119.129997,5075900,1.73,-0.9
2019-11-21,118.830002,120,118.669998,119.860001,4302400,1.12,0.87
2019-11-22,120.150002,120.300003,119.269997,119.360001,3843100,0.86,-0.66
2019-11-25,120,120.019997,117.900002,118.919998,5881500,1.77,-0.9
2019-11-26,118.959999,119.300003,118.449997,119.190002,6292500,0.71,0.19
2019-11-27,119.389999,119.800003,118.730003,118.760002,3434100,0.9,-0.53
2019-11-29,119.139999,119.970001,119,119.089996,3157300,0.81,-0.04
2019-12-02,119.150002,119.379997,117.839996,119.279999,5670900,1.29,0.11
2019-12-03,118.400002,118.959999,117.769997,118.669998,6594800,1.01,0.23
2019-12-04,119.120003,119.199997,118.300003,118.690002,5556600,0.76,-0.36
2019-12-05,118.360001,118.779999,117.419998,118.660004,4352800,1.15,0.25
2019-12-06,119.080002,119.800003,118.919998,119.779999,4340800,0.74,0.59
2019-12-09,119.57,119.860001,119.18,119.360001,4816000,0.57,-0.18
2019-12-10,119.349998,119.559998,119.019997,119.139999,4282300,0.45,-0.18
2019-12-11,119.400002,119.650002,118.529999,119,3506400,0.94,-0.34
2019-12-12,119,120.110001,118.68,119.760002,4149000,1.2,0.64
2019-12-13,119.160004,120.650002,119.019997,120.290001,5366300,1.37,0.95
2019-12-16,120.419998,121.349998,120.419998,120.540001,5350700,0.77,0.1
2019-12-17,120.949997,121.699997,120.699997,121.279999,4575800,0.83,0.27
2019-12-18,121.510002,121.68,119.839996,119.860001,5103000,1.51,-1.36
2019-12-19,119.940002,120.510002,119.779999,120.080002,4464100,0.61,0.12
2019-12-20,121.480003,122.120003,120.019997,120.290001,7954400,1.73,-0.98
2019-12-23,120.199997,120.690002,119.010002,119.029999,4485800,1.4,-0.97
2019-12-24,119.129997,119.599998,119.010002,119.510002,2227400,0.5,0.32
2019-12-26,119.610001,119.849998,118.949997,119.519997,4223800,0.75,-0.08
2019-12-27,119.940002,119.940002,119.25,119.589996,3544000,0.58,-0.29
2019-12-30,119.800003,119.809998,119.129997,119.400002,2945800,0.57,-0.33
2019-12-31,119.5,119.800003,118.190002,118.839996,4912000,1.35,-0.55
2020-01-02,118.860001,119.889999,118.699997,118.940002,6764900,1,0.07
2020-01-03,118.269997,118.790001,117.589996,117.889999,5399200,1.01,-0.32
2020-01-06,117.400002,118.089996,116.769997,117.650002,6445500,1.12,0.21
2020-01-07,117.260002,117.519997,116.199997,116.559998,6846900,1.13,-0.6
2020-01-08,116.300003,116.730003,115.68,116.160004,5875800,0.9,-0.12
2020-01-09,116.150002,117.370003,116.080002,117.360001,5563700,1.11,1.04
2020-01-10,117.239998,117.339996,115.980003,116.379997,6054800,1.16,-0.73
2020-01-13,116.379997,116.550003,115.370003,115.879997,6112600,1.01,-0.43
2020-01-14,115.470001,116.209999,115.129997,116.18,6585800,0.94,0.61
2020-01-15,114.629997,115.870003,114.519997,115.279999,7454200,1.18,0.57
2020-01-16,115.5,115.93,115.279999,115.900002,5369400,0.56,0.35
2020-01-17,116.050003,116.300003,114.639999,114.959999,10045000,1.43,-0.94
2020-01-21,114.589996,115.690002,114.519997,115.589996,7353700,1.02,0.87
2020-01-22,115.220001,116.529999,115.18,116.099998,4926100,1.17,0.76
2020-01-23,116.209999,116.309998,115.040001,115.809998,4305100,1.09,-0.34
2020-01-24,116,116.029999,114.150002,114.370003,4383400,1.62,-1.41
2020-01-27,113.190002,116.230003,112.68,115.860001,7018400,3.14,2.36
2020-01-28,115.980003,116.900002,115.949997,116.599998,5270200,0.82,0.53
2020-01-29,116.559998,117.120003,115.889999,115.889999,3775500,1.06,-0.57
2020-01-30,115.610001,116.720001,115.330002,116.580002,4581500,1.2,0.84
2020-01-31,115.800003,116.260002,113.900002,114.489998,7775800,2.04,-1.13
2020-02-03,114.900002,115.389999,114.099998,114.269997,4351900,1.12,-0.55
2020-02-04,115.239998,116.239998,114.889999,115.269997,5232200,1.17,0.03
2020-02-05,115.599998,116.949997,114.849998,116.809998,5682900,1.82,1.05
2020-02-06,116.830002,117.230003,116.059998,116.309998,5352900,1,-0.45
2020-02-07,116.110001,116.760002,115.760002,116.449997,3689600,0.86,0.29
2020-02-10,115.75,116.980003,115.050003,115.25,6144900,1.67,-0.43
2020-02-11,115.43,115.5,114.440002,115.400002,5796800,0.92,-0.03
2020-02-12,115.5,116.419998,115.410004,115.849998,4735600,0.87,0.3
2020-02-13,115.849998,117.540001,115.580002,117.440002,5333200,1.69,1.37
2020-02-14,117.669998,118.57,117.160004,117.889999,8130600,1.2,0.19
2020-02-18,118.470001,119.949997,117.360001,119.629997,11513200,2.19,0.98
2020-02-19,119.5,119.940002,117.68,117.68,7187800,1.89,-1.52
2020-02-20,117.209999,118.110001,116.860001,117.690002,5022900,1.07,0.41
2020-02-21,117.440002,118.75,117.309998,118.580002,6242100,1.23,0.97
2020-02-24,117.459999,118.459999,115.949997,116.32,6616000,2.14,-0.97
2020-02-25,116.349998,117.07,114.050003,114.389999,7764300,2.6,-1.68
2020-02-26,114.699997,115.169998,113.650002,113.779999,6673300,1.33,-0.8
2020-02-27,112.559998,114.07,110.349998,110.400002,9492300,3.3,-1.92
