1,0.87
1,0.76
1,-0.34
2,-1.41
5,2.36
5,0.53
5,-0.57
6,0.84
7,-1.13
11,-0.55
11,0.03
12,1.05
12,-0.45
12,0.29
13,-0.43
13,-0.03
14,0.3
15,1.37
15,0.19
25,0.98
25,-1.52
27,0.41
30,0.97
43,-0.97
45,-1.68
60,-0.8
60,-1.92
65,-0.01
104,7.7
125,-2.73
161,2.21
228,1.33
311,2.95
748,2.93
1018,1.43
1263,-2.62
1668,-1.86
2224,5.41
4507,1.48
5906,5.76
8350,6.59
12393,-4.03
18012,-4.63
43505,0.1
53938,-0.72
68572,-3.16
85570,0.38
102900,-0.48
163955,2.98
188461,-0.6
215391,1.77
245108,4.83
277426,1.94
369057,5.89
399394,-1.61
431214,-1.5
465913,3.03
584018,3.32
610709,1.49
640742,-0.19
672355,2.58
703864,0.49
784991,-1.92
810505,-0.66
839336,1.22
873112,-1.02
909853,0.07
994193,-1.31
1018846,-0.22
1045401,-1.57
1075758,-1.24
1109728,1.19
1187304,-0.11
1211011,0.75
1235519,-1.53
1263995,-1.27
1291643,0.15
1354449,0.51
1376749,-0.56
1397894,0.17
1424856,-1.15
1451093,2.0
1515593,0.13
1536570,-5.16
1559640,-0.82
1585373,0.08
1609172,-0.62
1689467,-0.39
1708211,-1.2
1730723,-0.02
1755271,-0.14
1821199,0.42
1841990,0.28
1861977,-0.35
1883593,-0.56
1912302,-0.82
1971641,1.39
1990446,-0.21
2013298,-0.33
2036500,-0.74
2061993,-2.3
2126574,-0.27
2151459,-0.13
2177114,-0.69
2205173,-0.46
2236009,0.81
2324879,0.59
2359939,-1.37
2396928,-0.36
2438101,-0.04
2483629,-1.07
2604932,0.47
2653321,0.47
2703296,0.2
2758855,-0.73
2958098,-0.76
3012182,7.18
3071637,-2.78
3131526,1.7
3199753,1.51
3379846,-1.38
3445448,2.11
3513790,-0.2
3589477,0.11
3660400,-1.22
3845014,-0.37
3910291,0.59
3980030,0.07
4050036,-1.02
4123561,0.22
4303735,0.27
4366851,0.2
4433633,-0.66
4502581,0.54
4571669,-0.19
4726775,-0.47
4780324,1.53
4834047,-0.49
4891561,0.17
4952718,0.3
5103611,1.26
5156968,-1.8
5211246,1.09
5265307,0.49
5324784,0.2
5455187,0.93
5498420,-1.07
5541433,-1.34
5587475,-0.49
5636491,0.83
5754254,-0.7
5793385,-0.13
5838532,0.38
5884366,4.23
5930930,-0.5
6045455,1.0
6089504,4.53
6121948,-2.36
6168342,-1.47
6220446,-0.83
6346806,-2.09
6380138,-0.14
6418198,-2.32
6465766,-0.26
6575100,0.87
6614317,-0.63
6653585,-1.55
6698895,0.93
6747782,-0.84
6880899,0.42
6918290,0.9
6959841,-2.17
7005043,0.71
7059624,0.55
7176979,0.07
7220676,-0.08
7262734,1.83
7309152,1.62
7362732,-1.29
7507956,0.36
7550841,-0.87
7603856,-0.26
7660231,-0.11
7719190,0.79
7863637,0.86
7917996,1.07
7977889,-1.68
8043229,1.01
8113706,-0.47
8279780,-1.48
8340387,-0.15
8404616,0.39
8479704,-0.44
8564812,-0.08
8777723,-0.48
