8777723,0.24824613
8564812,0.42014098
8479704,-0.41564053
8404616,-0.8612645
8340387,-0.15891252
8279780,-2.8191032
8113706,-2.6927738
8043229,1.4285762
7977889,-2.4276235
7917996,-0.70624787
7863637,2.7897713
7719190,2.3950498
7660231,-1.0663457
7603856,1.9503057
7550841,-2.064014
7507956,1.7122741
7362732,-0.9071608
7309152,0.40850258
7262734,0.24652159
7220676,-0.96461064
7176979,0.8053092
7059624,1.3390938
7005043,1.4163389
6959841,-3.8850563
6918290,3.146014
6880899,1.8586273
6747782,-2.5412915
6698895,-0.016967336
6653585,-3.2075458
6614317,0.63808376
6575100,-2.2040598
6465766,-2.8834987
6418198,-4.0115
6380138,2.0586472
6346806,0.17812538
6220446,-0.7077137
6168342,-3.3907678
6121948,-0.42953652
6089504,0.27547693
6045455,1.227316
5930930,-0.61618847
5884366,-1.4501691
5838532,2.7183363
5793385,1.5622323
5754254,-0.076141134
5636491,-0.30670708
5587475,1.4074483
5541433,-1.2952055
5498420,3.130809
5455187,0.290334
5324784,-0.9487561
5265307,-0.689858
5211246,1.7574178
5156968,-1.0508742
5103611,-0.69868
4952718,-1.7466378
4891561,0.9678208
4834047,1.953135
4780324,1.2150427
4726775,-2.158069
4571669,-2.449795
4502581,1.2644743
4433633,0.08967395
4366851,-1.7748945
4303735,-0.21392211
4123561,2.689083
4050036,-3.6209974
3980030,-0.793499
3910291,-2.9134328
3845014,6.5585446
3660400,-1.5598389
3589477,0.97224724
3513790,-2.31982
3445448,-0.1420414
3379846,-4.535557
3199753,0.2703316
3131526,2.132406
3071637,1.9453504
3012182,-1.9166698
2958098,4.1677423
2758855,-0.7543357
2703296,4.3832006
2653321,2.7664218
2604932,-0.34852117
2483629,-2.980874
2438101,0.5621972
2396928,-1.660572
2359939,1.4076391
2324879,1.0975751
2236009,-0.123549715
2205173,0.26441708
2177114,-0.25721905
2151459,-0.18199937
2126574,1.8443273
2061993,-2.1696808
2036500,-1.7888758
2013298,0.08275538
1990446,2.818089
1971641,0.9601471
1912302,1.5795106
1883593,-0.67974603
1861977,0.42773506
1841990,0.22523366
1821199,0.94557786
1755271,1.096327
1730723,0.6944594
1708211,0.22679123
1689467,-1.4740978
1609172,-0.7374899
1585373,-2.137219
1559640,0.8160875
1536570,0.7913009
1515593,0.9237446
1451093,1.7519261
1424856,1.2007403
1397894,0.03399779
1376749,-2.3036027
1354449,1.4450524
1291643,0.31720906
1263995,-0.29898205
1235519,0.9279576
1211011,-0.950153
1187304,2.6498508
1109728,-2.1833773
1075758,2.2336948
1045401,1.8372128
1018846,-2.4660037
994193,-2.7416523
909853,-0.2714315
873112,-0.024490386
839336,-0.22590366
810505,-3.6773262
784991,0.1421071
703864,0.12130375
672355,2.6500752
640742,2.2056077
610709,3.784602
584018,6.312514
465913,-0.075379856
431214,1.1142012
399394,-0.29893398
369057,3.2131228
277426,-0.25044566
245108,0.92780507
215391,-1.3210405
188461,-0.7515118
163955,2.1664443
102900,-1.5956342
85570,2.8614855
68572,-1.8027617
53938,-0.5361131
43505,4.0867276
18012,-4.2122297
12393,1.1366472
8350,4.5542397
5906,1.8626813
4507,2.8511837
2224,1.7648758
1668,-2.6870995
1263,-2.0198061
1018,1.1444359
748,1.4690313
311,1.3961506
228,-0.4768287
161,1.5277009
125,-3.3900633
104,2.5289843
65,3.8227944
60,-2.6173563
60,0.4625125
45,-2.6841872
43,0.30026275
30,-2.16677
27,-0.92213583
25,0.11170395
25,1.440371
15,-0.969384
15,0.23238868
14,-0.14734463
13,-0.002412487
13,2.360189
12,1.8276526
12,0.45025697
12,-1.4970585
11,0.9751759
11,-0.3159019
7,-2.0973077
6,0.68835574
5,-0.32488227
5,0.6964171
5,0.4589129
2,-1.5812899
1,-0.027053468
1,-0.4624835
1,1.4499278
